waktu,komentar,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data
setahun lalu,Tempat yang sangat menarik dan indah,Tempat yang sangat menarik dan indah,tempat yang sangat menarik dan indah,tempat yang sangat menarik dan indah,"['tempat', 'yang', 'sangat', 'menarik', 'dan', 'indah']","['menarik', 'indah']",tarik indah
setahun lalu,Asik nih buat jalan jalan apalagi sama ayang beb,Asik nih buat jalan jalan apalagi sama ayang beb,asik nih buat jalan jalan apalagi sama ayang beb,asik nih buat jalan jalan apalagi sama ayang beb,"['asik', 'nih', 'buat', 'jalan', 'jalan', 'apalagi', 'sama', 'ayang', 'beb']","['asik', 'nih', 'jalan', 'jalan', 'ayang', 'beb']",asik nih jalan jalan ayang beb
setahun lalu,"Sejuk sekali, bersih.. Enak buat refreshing bareng keluarga",Sejuk sekali bersih Enak buat refreshing bareng keluarga,sejuk sekali bersih enak buat refreshing bareng keluarga,sejuk sekali bersih enak buat refreshing bareng keluarga,"['sejuk', 'sekali', 'bersih', 'enak', 'buat', 'refreshing', 'bareng', 'keluarga']","['sejuk', 'bersih', 'enak', 'refreshing', 'bareng', 'keluarga']",sejuk bersih enak refreshing bareng keluarga
setahun lalu,Dikelilingi pohon beringin dan dikelilingi batu pijakan refleksi di sepanjang jalan melingkari alun-alun. Mengelilingi alun-alun Wonosobo di pagi hari tanpa alas kaki di cuaca cerah sangat segar. Hawa udaranya yang sejuk dan berjalan …,Dikelilingi pohon beringin dan dikelilingi batu pijakan refleksi di sepanjang jalan melingkari alunalun Mengelilingi alunalun Wonosobo di pagi hari tanpa alas kaki di cuaca cerah sangat segar Hawa udaranya yang sejuk dan berjalan ,dikelilingi pohon beringin dan dikelilingi batu pijakan refleksi di sepanjang jalan melingkari alunalun mengelilingi alunalun wonosobo di pagi hari tanpa alas kaki di cuaca cerah sangat segar hawa udaranya yang sejuk dan berjalan ,dikelilingi pohon beringin dan dikelilingi batu pijakan refleksi di sepanjang jalan melingkari mengelilingi wonosobo di pagi hari tanpa alas kaki di cuaca cerah sangat segar hawa udaranya yang sejuk dan berjalan,"['dikelilingi', 'pohon', 'beringin', 'dan', 'dikelilingi', 'batu', 'pijakan', 'refleksi', 'di', 'sepanjang', 'jalan', 'melingkari', 'mengelilingi', 'wonosobo', 'di', 'pagi', 'hari', 'tanpa', 'alas', 'kaki', 'di', 'cuaca', 'cerah', 'sangat', 'segar', 'hawa', 'udaranya', 'yang', 'sejuk', 'dan', 'berjalan']","['dikelilingi', 'pohon', 'beringin', 'dikelilingi', 'batu', 'pijakan', 'refleksi', 'jalan', 'melingkari', 'mengelilingi', 'wonosobo', 'pagi', 'alas', 'kaki', 'cuaca', 'cerah', 'segar', 'hawa', 'udaranya', 'sejuk', 'berjalan']",keliling pohon beringin keliling batu pijak refleksi jalan lingkar keliling wonosobo pagi alas kaki cuaca cerah segar hawa udara sejuk jalan
setahun lalu,"lumayan kotor dan cukup sempit karena isinya jajanan dan permainan anak. lebih enak duduk di bagian perpustakaannya, asri dan tenang",lumayan kotor dan cukup sempit karena isinya jajanan dan permainan anak lebih enak duduk di bagian perpustakaannya asri dan tenang,lumayan kotor dan cukup sempit karena isinya jajanan dan permainan anak lebih enak duduk di bagian perpustakaannya asri dan tenang,lumayan kotor dan cukup sempit karena isinya jajanan dan permainan anak lebih enak duduk di bagian perpustakaannya asri dan tenang,"['lumayan', 'kotor', 'dan', 'cukup', 'sempit', 'karena', 'isinya', 'jajanan', 'dan', 'permainan', 'anak', 'lebih', 'enak', 'duduk', 'di', 'bagian', 'perpustakaannya', 'asri', 'dan', 'tenang']","['lumayan', 'kotor', 'sempit', 'isinya', 'jajanan', 'permainan', 'anak', 'enak', 'duduk', 'perpustakaannya', 'asri', 'tenang']",lumayan kotor sempit isi jajan main anak enak duduk pustaka asri tenang
setahun lalu,Semakin banyak wisatawan yang datang,Semakin banyak wisatawan yang datang,semakin banyak wisatawan yang datang,semakin banyak wisatawan yang datang,"['semakin', 'banyak', 'wisatawan', 'yang', 'datang']",['wisatawan'],wisatawan
setahun lalu,Tempat nya nyaman dengan kualitas udara yang bersih....cuaca abis hujan jajan sekoteng...wuih...nikmat sekali,Tempat nya nyaman dengan kualitas udara yang bersihcuaca abis hujan jajan sekotengwuihnikmat sekali,tempat nya nyaman dengan kualitas udara yang bersihcuaca abis hujan jajan sekotengwuihnikmat sekali,tempat ya nyaman dengan kualitas udara yang bersihcuaca habis hujan jajan sekotengwuihnikmat sekali,"['tempat', 'ya', 'nyaman', 'dengan', 'kualitas', 'udara', 'yang', 'bersihcuaca', 'habis', 'hujan', 'jajan', 'sekotengwuihnikmat', 'sekali']","['ya', 'nyaman', 'kualitas', 'udara', 'bersihcuaca', 'habis', 'hujan', 'jajan', 'sekotengwuihnikmat']",ya nyaman kualitas udara bersihcuaca habis hujan jajan sekotengwuihnikmat
setahun lalu,Bagus indah,Bagus indah,bagus indah,bagus indah,"['bagus', 'indah']","['bagus', 'indah']",bagus indah
setahun lalu,"Pertama kali di wonosobo, sangat berkesan",Pertama kali di wonosobo sangat berkesan,pertama kali di wonosobo sangat berkesan,pertama mungkin di wonosobo sangat berkesan,"['pertama', 'mungkin', 'di', 'wonosobo', 'sangat', 'berkesan']","['wonosobo', 'berkesan']",wonosobo kesan
setahun lalu,Oke. Cocok untuk anak anak.,Oke Cocok untuk anak anak,oke cocok untuk anak anak,oke cocok untuk anak anak,"['oke', 'cocok', 'untuk', 'anak', 'anak']","['oke', 'cocok', 'anak', 'anak']",oke cocok anak anak
setahun lalu,"Sangat recommended jika untuk bersantai dengan keluarga, area alun-alun bersih dan terawat, udara sangat segar dan sejuk, tempat parkir pun cukup mudah aksesnya",Sangat recommended jika untuk bersantai dengan keluarga area alunalun bersih dan terawat udara sangat segar dan sejuk tempat parkir pun cukup mudah aksesnya,sangat recommended jika untuk bersantai dengan keluarga area alunalun bersih dan terawat udara sangat segar dan sejuk tempat parkir pun cukup mudah aksesnya,sangat recommended jika untuk bersantai dengan keluarga area bersih dan terawat udara sangat segar dan sejuk tempat parkir pun cukup mudah aksesnya,"['sangat', 'recommended', 'jika', 'untuk', 'bersantai', 'dengan', 'keluarga', 'area', 'bersih', 'dan', 'terawat', 'udara', 'sangat', 'segar', 'dan', 'sejuk', 'tempat', 'parkir', 'pun', 'cukup', 'mudah', 'aksesnya']","['recommended', 'bersantai', 'keluarga', 'area', 'bersih', 'terawat', 'udara', 'segar', 'sejuk', 'parkir', 'mudah', 'aksesnya']",recommended santa keluarga area bersih awat udara segar sejuk parkir mudah akses
setahun lalu,Lapangannya kurang bisa dinikmati. rumputnya tinggi tinggi. Selain itu ya okelah layaknya alun alun di kota lain,Lapangannya kurang bisa dinikmati rumputnya tinggi tinggi Selain itu ya okelah layaknya alun alun di kota lain,lapangannya kurang bisa dinikmati rumputnya tinggi tinggi selain itu ya okelah layaknya alun alun di kota lain,lapangannya kurang bisa dinikmati rumputnya tinggi tinggi selain itu ya okelah layaknya alun alun di kota lain,"['lapangannya', 'kurang', 'bisa', 'dinikmati', 'rumputnya', 'tinggi', 'tinggi', 'selain', 'itu', 'ya', 'okelah', 'layaknya', 'alun', 'alun', 'di', 'kota', 'lain']","['lapangannya', 'dinikmati', 'rumputnya', 'ya', 'okelah', 'layaknya', 'alun', 'alun', 'kota']",lapang nikmat rumput ya oke layak alun alun kota
setahun lalu,"Asri,nyaman,suasana ramai,sejuk,indah di pandang,ngangenin🤭🤭 …",Asrinyamansuasana ramaisejukindah di pandangngangenin ,asrinyamansuasana ramaisejukindah di pandangngangenin ,asrinyamansuasana ramaisejukindah di pandangngangenin,"['asrinyamansuasana', 'ramaisejukindah', 'di', 'pandangngangenin']","['asrinyamansuasana', 'ramaisejukindah', 'pandangngangenin']",asrinyamansuasana ramaisejukindah pandangngangenin
setahun lalu,Datang ngopi emperan untuk pergi,Datang ngopi emperan untuk pergi,datang ngopi emperan untuk pergi,datang ngopi emperan untuk pergi,"['datang', 'ngopi', 'emperan', 'untuk', 'pergi']","['ngopi', 'emperan', 'pergi']",ngopi emper pergi
setahun lalu,Ada hiburan dan cocok untuk anak anak,Ada hiburan dan cocok untuk anak anak,ada hiburan dan cocok untuk anak anak,ada hiburan dan cocok untuk anak anak,"['ada', 'hiburan', 'dan', 'cocok', 'untuk', 'anak', 'anak']","['hiburan', 'cocok', 'anak', 'anak']",hibur cocok anak anak
setahun lalu,bersih dan sejuk,bersih dan sejuk,bersih dan sejuk,bersih dan sejuk,"['bersih', 'dan', 'sejuk']","['bersih', 'sejuk']",bersih sejuk
setahun lalu,Tempatnya nyaman masih banyak pohon besar,Tempatnya nyaman masih banyak pohon besar,tempatnya nyaman masih banyak pohon besar,tempatnya nyaman masih banyak pohon besar,"['tempatnya', 'nyaman', 'masih', 'banyak', 'pohon', 'besar']","['tempatnya', 'nyaman', 'pohon']",tempat nyaman pohon
setahun lalu,Kota ASRI,Kota ASRI,kota asri,kota asri,"['kota', 'asri']","['kota', 'asri']",kota asri
setahun lalu,"Tempatnya sejuk, adem, cocok untuk merefresh pikiran yang jenuh",Tempatnya sejuk adem cocok untuk merefresh pikiran yang jenuh,tempatnya sejuk adem cocok untuk merefresh pikiran yang jenuh,tempatnya sejuk adem cocok untuk merefresh pikiran yang jenuh,"['tempatnya', 'sejuk', 'adem', 'cocok', 'untuk', 'merefresh', 'pikiran', 'yang', 'jenuh']","['tempatnya', 'sejuk', 'adem', 'cocok', 'merefresh', 'pikiran', 'jenuh']",tempat sejuk adem cocok merefresh pikir jenuh
setahun lalu,Tempatnya luas dan nyaman banyak kuliner kuliner nya,Tempatnya luas dan nyaman banyak kuliner kuliner nya,tempatnya luas dan nyaman banyak kuliner kuliner nya,tempatnya luas dan nyaman banyak kuliner kuliner ya,"['tempatnya', 'luas', 'dan', 'nyaman', 'banyak', 'kuliner', 'kuliner', 'ya']","['tempatnya', 'luas', 'nyaman', 'kuliner', 'kuliner', 'ya']",tempat luas nyaman kuliner kuliner ya
setahun lalu,"Pelayanan baik, harga servis murah tapi tidak murahan 👍👍👍 …",Pelayanan baik harga servis murah tapi tidak murahan  ,pelayanan baik harga servis murah tapi tidak murahan  ,pelayanan baik harga servis murah tapi tidak murahan,"['pelayanan', 'baik', 'harga', 'servis', 'murah', 'tapi', 'tidak', 'murahan']","['pelayanan', 'harga', 'servis', 'murah', 'murahan']",layan harga servis murah murah
setahun lalu,Puas banget sama hasil nya,Puas banget sama hasil nya,puas banget sama hasil nya,puas banget sama hasil ya,"['puas', 'banget', 'sama', 'hasil', 'ya']","['puas', 'banget', 'hasil', 'ya']",puas banget hasil ya
setahun lalu,Nunut istirahat,Nunut istirahat,nunut istirahat,nunut istirahat,"['nunut', 'istirahat']","['nunut', 'istirahat']",nunut istirahat
setahun lalu,"suasana sejuk, parkiran aman, bersih. pagi-pagi bisa makan nasi megono di seberang alun-alun",suasana sejuk parkiran aman bersih pagipagi bisa makan nasi megono di seberang alunalun,suasana sejuk parkiran aman bersih pagipagi bisa makan nasi megono di seberang alunalun,suasana sejuk parkiran aman bersih pagipagi bisa makan nasi megono di seberang,"['suasana', 'sejuk', 'parkiran', 'aman', 'bersih', 'pagipagi', 'bisa', 'makan', 'nasi', 'megono', 'di', 'seberang']","['suasana', 'sejuk', 'parkiran', 'aman', 'bersih', 'pagipagi', 'makan', 'nasi', 'megono', 'seberang']",suasana sejuk parkir aman bersih pagipagi makan nasi megono seberang
setahun lalu,Parkir gratis. Dekat masjid.,Parkir gratis Dekat masjid,parkir gratis dekat masjid,parkir gratis dekat masjid,"['parkir', 'gratis', 'dekat', 'masjid']","['parkir', 'gratis', 'masjid']",parkir gratis masjid
setahun lalu,Cukup rindang dengan pepohonan yang cukup besar,Cukup rindang dengan pepohonan yang cukup besar,cukup rindang dengan pepohonan yang cukup besar,cukup rindang dengan pepohonan yang cukup besar,"['cukup', 'rindang', 'dengan', 'pepohonan', 'yang', 'cukup', 'besar']","['rindang', 'pepohonan']",rindang pohon
setahun lalu,Gak s,Gak s,gak s,tidak si,"['tidak', 'si']",['si'],si
setahun lalu,"Hanya beberapa saat disini tapi membawaku pada ingatan masa kecil,masih asri",Hanya beberapa saat disini tapi membawaku pada ingatan masa kecilmasih asri,hanya beberapa saat disini tapi membawaku pada ingatan masa kecilmasih asri,hanya beberapa saat disini tapi membawaku pada ingatan masa kecilmasih asri,"['hanya', 'beberapa', 'saat', 'disini', 'tapi', 'membawaku', 'pada', 'ingatan', 'masa', 'kecilmasih', 'asri']","['membawaku', 'ingatan', 'kecilmasih', 'asri']",bawa ingat kecilmasih asri
setahun lalu,bersih banget masjid dekat alun alun,bersih banget masjid dekat alun alun,bersih banget masjid dekat alun alun,bersih banget masjid dekat alun alun,"['bersih', 'banget', 'masjid', 'dekat', 'alun', 'alun']","['bersih', 'banget', 'masjid', 'alun', 'alun']",bersih banget masjid alun alun
setahun lalu,Lumayan buat santai dan refresh bersama keluarga,Lumayan buat santai dan refresh bersama keluarga,lumayan buat santai dan refresh bersama keluarga,lumayan buat santai dan refresh bersama keluarga,"['lumayan', 'buat', 'santai', 'dan', 'refresh', 'bersama', 'keluarga']","['lumayan', 'santai', 'refresh', 'keluarga']",lumayan santai refresh keluarga
setahun lalu,"Tempat luas, enak buat nongkrong",Tempat luas enak buat nongkrong,tempat luas enak buat nongkrong,tempat luas enak buat nongkrong,"['tempat', 'luas', 'enak', 'buat', 'nongkrong']","['luas', 'enak', 'nongkrong']",luas enak nongkrong
setahun lalu,"Karena datangnya malam dan hari kerja, agak sepi",Karena datangnya malam dan hari kerja agak sepi,karena datangnya malam dan hari kerja agak sepi,karena datangnya malam dan hari kerja agak sepi,"['karena', 'datangnya', 'malam', 'dan', 'hari', 'kerja', 'agak', 'sepi']","['datangnya', 'malam', 'kerja', 'sepi']",datang malam kerja sepi
setahun lalu,Ok ok,Ok ok,ok ok,ok ok,"['ok', 'ok']","['ok', 'ok']",ok ok
setahun lalu,"Adem, penduduknya ramah ramah, hiburannya jg lumayan banyak",Adem penduduknya ramah ramah hiburannya jg lumayan banyak,adem penduduknya ramah ramah hiburannya jg lumayan banyak,adem penduduknya ramah ramah hiburannya juga lumayan banyak,"['adem', 'penduduknya', 'ramah', 'ramah', 'hiburannya', 'juga', 'lumayan', 'banyak']","['adem', 'penduduknya', 'ramah', 'ramah', 'hiburannya', 'lumayan']",adem duduk ramah ramah hibur lumayan
setahun lalu,Sangat asri nan indah,Sangat asri nan indah,sangat asri nan indah,sangat asri nan indah,"['sangat', 'asri', 'nan', 'indah']","['asri', 'nan', 'indah']",asri nan indah
setahun lalu,Di tempat ini masa kecilku ku jalani,Di tempat ini masa kecilku ku jalani,di tempat ini masa kecilku ku jalani,di tempat ini masa kecilku ku jalani,"['di', 'tempat', 'ini', 'masa', 'kecilku', 'ku', 'jalani']","['kecilku', 'ku', 'jalani']",kecil ku jalan
setahun lalu,Keren & cantik,Keren  cantik,keren  cantik,keren cantik,"['keren', 'cantik']","['keren', 'cantik']",keren cantik
setahun lalu,"Tempatnya bersih, nyaman",Tempatnya bersih nyaman,tempatnya bersih nyaman,tempatnya bersih nyaman,"['tempatnya', 'bersih', 'nyaman']","['tempatnya', 'bersih', 'nyaman']",tempat bersih nyaman
setahun lalu,"Sejuk, teduh, bersih",Sejuk teduh bersih,sejuk teduh bersih,sejuk teduh bersih,"['sejuk', 'teduh', 'bersih']","['sejuk', 'teduh', 'bersih']",sejuk teduh bersih
setahun lalu,Damai dan syahdu,Damai dan syahdu,damai dan syahdu,damai dan syahdu,"['damai', 'dan', 'syahdu']","['damai', 'syahdu']",damai syahdu
setahun lalu,"Alun alun Wonosobo rimbun dan asri. Kalau siang sering dipakai untuk aktivitas aktivitas olahraga. Ada lapangan basket, pendopo untuk karate. Kadang dipakai juga untuk perlombaan sepak bola. Ada sewaan permainan anak juga. Saran aja adain foodcourt (beserta toilet umum juga tentunya) di salah satu sisi lapangannya gitu biar tambah ramai",Alun alun Wonosobo rimbun dan asri Kalau siang sering dipakai untuk aktivitas aktivitas olahraga Ada lapangan basket pendopo untuk karate Kadang dipakai juga untuk perlombaan sepak bola Ada sewaan permainan anak juga Saran aja adain foodcourt beserta toilet umum juga tentunya di salah satu sisi lapangannya gitu biar tambah ramai,alun alun wonosobo rimbun dan asri kalau siang sering dipakai untuk aktivitas aktivitas olahraga ada lapangan basket pendopo untuk karate kadang dipakai juga untuk perlombaan sepak bola ada sewaan permainan anak juga saran aja adain foodcourt beserta toilet umum juga tentunya di salah satu sisi lapangannya gitu biar tambah ramai,alun alun wonosobo rimbun dan asri kalau siang sering dipakai untuk aktivitas aktivitas olahraga ada lapangan basket pendopo untuk karate kadang dipakai juga untuk perlombaan sepak bola ada sewaan permainan anak juga saran saja mengadakan foodcourt beserta toilet umum juga tentunya di salah satu sisi lapangannya begitu biar tambah ramai,"['alun', 'alun', 'wonosobo', 'rimbun', 'dan', 'asri', 'kalau', 'siang', 'sering', 'dipakai', 'untuk', 'aktivitas', 'aktivitas', 'olahraga', 'ada', 'lapangan', 'basket', 'pendopo', 'untuk', 'karate', 'kadang', 'dipakai', 'juga', 'untuk', 'perlombaan', 'sepak', 'bola', 'ada', 'sewaan', 'permainan', 'anak', 'juga', 'saran', 'saja', 'mengadakan', 'foodcourt', 'beserta', 'toilet', 'umum', 'juga', 'tentunya', 'di', 'salah', 'satu', 'sisi', 'lapangannya', 'begitu', 'biar', 'tambah', 'ramai']","['alun', 'alun', 'wonosobo', 'rimbun', 'asri', 'siang', 'dipakai', 'aktivitas', 'aktivitas', 'olahraga', 'lapangan', 'basket', 'pendopo', 'karate', 'kadang', 'dipakai', 'perlombaan', 'sepak', 'bola', 'sewaan', 'permainan', 'anak', 'saran', 'mengadakan', 'foodcourt', 'beserta', 'toilet', 'salah', 'sisi', 'lapangannya', 'biar', 'ramai']",alun alun wonosobo rimbun asri siang pakai aktivitas aktivitas olahraga lapang basket pendopo karate kadang pakai lomba sepak bola sewa main anak saran ada foodcourt serta toilet salah sisi lapang biar ramai
setahun lalu,"Bagus, ramai lancar",Bagus ramai lancar,bagus ramai lancar,bagus ramai lancar,"['bagus', 'ramai', 'lancar']","['bagus', 'ramai', 'lancar']",bagus ramai lancar
setahun lalu,"Tamannya indah sekali, sejuk dan ramai banyak orang berkunjung untuk bersantai dan jogging pagi maupun sore",Tamannya indah sekali sejuk dan ramai banyak orang berkunjung untuk bersantai dan jogging pagi maupun sore,tamannya indah sekali sejuk dan ramai banyak orang berkunjung untuk bersantai dan jogging pagi maupun sore,tamannya indah sekali sejuk dan ramai banyak orang berkunjung untuk bersantai dan jogging pagi maupun sore,"['tamannya', 'indah', 'sekali', 'sejuk', 'dan', 'ramai', 'banyak', 'orang', 'berkunjung', 'untuk', 'bersantai', 'dan', 'jogging', 'pagi', 'maupun', 'sore']","['tamannya', 'indah', 'sejuk', 'ramai', 'orang', 'berkunjung', 'bersantai', 'jogging', 'pagi', 'sore']",taman indah sejuk ramai orang kunjung santa jogging pagi sore
setahun lalu,Wonosobo asri..,Wonosobo asri,wonosobo asri,wonosobo asri,"['wonosobo', 'asri']","['wonosobo', 'asri']",wonosobo asri
setahun lalu,"Alun alunya bagus, banyak street food juga",Alun alunya bagus banyak street food juga,alun alunya bagus banyak street food juga,alun alunya bagus banyak street food juga,"['alun', 'alunya', 'bagus', 'banyak', 'street', 'food', 'juga']","['alun', 'alunya', 'bagus', 'street', 'food']",alun alu bagus street food
setahun lalu,Tempat yang selalu bikin rindu,Tempat yang selalu bikin rindu,tempat yang selalu bikin rindu,tempat yang selalu bikin rindu,"['tempat', 'yang', 'selalu', 'bikin', 'rindu']","['bikin', 'rindu']",bikin rindu
setahun lalu,Alun-alun kota dengan suhu dingin dan orang-orangnya ramah dan makanannya murah dan enak,Alunalun kota dengan suhu dingin dan orangorangnya ramah dan makanannya murah dan enak,alunalun kota dengan suhu dingin dan orangorangnya ramah dan makanannya murah dan enak,kota dengan suhu dingin dan orangorangnya ramah dan makanannya murah dan enak,"['kota', 'dengan', 'suhu', 'dingin', 'dan', 'orangorangnya', 'ramah', 'dan', 'makanannya', 'murah', 'dan', 'enak']","['kota', 'suhu', 'dingin', 'orangorangnya', 'ramah', 'makanannya', 'murah', 'enak']",kota suhu dingin orangorangnya ramah makan murah enak
setahun lalu,"Hawanya enak, sejuk",Hawanya enak sejuk,hawanya enak sejuk,hawanya enak sejuk,"['hawanya', 'enak', 'sejuk']","['hawanya', 'enak', 'sejuk']",hawa enak sejuk
setahun lalu,"Asik,Asri,nyaman. makanan oke2. 3th yang lalu kesini",AsikAsrinyaman makanan oke th yang lalu kesini,asikasrinyaman makanan oke th yang lalu kesini,asikasrinyaman makanan oke tahu yang lalu kesini,"['asikasrinyaman', 'makanan', 'oke', 'tahu', 'yang', 'lalu', 'kesini']","['asikasrinyaman', 'makanan', 'oke', 'kesini']",asikasrinyaman makan oke kesini
setahun lalu,"Sepulang dari dieng mampir ke alun alun Wonosobo,  tempatnya bagus,  indah,  sejuk dan asri. Makan nasi megono sama gorengan tempe. Juga beli serabi. Tempat yang bagus bersama keluarga.
29 Desember 2023","Sepulang dari dieng mampir ke alun alun Wonosobo  tempatnya bagus  indah  sejuk dan asri Makan nasi megono sama gorengan tempe Juga beli serabi Tempat yang bagus bersama keluarga
 Desember ","sepulang dari dieng mampir ke alun alun wonosobo  tempatnya bagus  indah  sejuk dan asri makan nasi megono sama gorengan tempe juga beli serabi tempat yang bagus bersama keluarga
 desember ",sepulang dari dieng mampir ke alun alun wonosobo tempatnya bagus indah sejuk dan asri makan nasi megono sama gorengan tempe juga beli serabi tempat yang bagus bersama keluarga desember,"['sepulang', 'dari', 'dieng', 'mampir', 'ke', 'alun', 'alun', 'wonosobo', 'tempatnya', 'bagus', 'indah', 'sejuk', 'dan', 'asri', 'makan', 'nasi', 'megono', 'sama', 'gorengan', 'tempe', 'juga', 'beli', 'serabi', 'tempat', 'yang', 'bagus', 'bersama', 'keluarga', 'desember']","['sepulang', 'dieng', 'mampir', 'alun', 'alun', 'wonosobo', 'tempatnya', 'bagus', 'indah', 'sejuk', 'asri', 'makan', 'nasi', 'megono', 'gorengan', 'tempe', 'beli', 'serabi', 'bagus', 'keluarga', 'desember']",pulang dieng mampir alun alun wonosobo tempat bagus indah sejuk asri makan nasi megono goreng tempe beli serabi bagus keluarga desember
setahun lalu,Cocok untuk olahraga minggu,Cocok untuk olahraga minggu,cocok untuk olahraga minggu,cocok untuk olahraga minggu,"['cocok', 'untuk', 'olahraga', 'minggu']","['cocok', 'olahraga', 'minggu']",cocok olahraga minggu
setahun lalu,"Salah satu alun-alun paling bersih dan rapi di Indonesia, favorit banget makan mie ongklok disini",Salah satu alunalun paling bersih dan rapi di Indonesia favorit banget makan mie ongklok disini,salah satu alunalun paling bersih dan rapi di indonesia favorit banget makan mie ongklok disini,salah satu paling bersih dan rapi di indonesia favorit banget makan mie ongklok disini,"['salah', 'satu', 'paling', 'bersih', 'dan', 'rapi', 'di', 'indonesia', 'favorit', 'banget', 'makan', 'mie', 'ongklok', 'disini']","['salah', 'bersih', 'rapi', 'indonesia', 'favorit', 'banget', 'makan', 'mie', 'ongklok']",salah bersih rapi indonesia favorit banget makan mie ongklok
setahun lalu,"Alun Alun Wonosobo adalah tempat yang menakjubkan dengan keindahan alam dan suasana yang tenang. Pohon rindang, lapangan terbuka, dan fasilitas umum yang bersih menjadikan tempat ini sempurna untuk bersantai. Pengalaman yang luar biasa di tengah kota!""",Alun Alun Wonosobo adalah tempat yang menakjubkan dengan keindahan alam dan suasana yang tenang Pohon rindang lapangan terbuka dan fasilitas umum yang bersih menjadikan tempat ini sempurna untuk bersantai Pengalaman yang luar biasa di tengah kota,alun alun wonosobo adalah tempat yang menakjubkan dengan keindahan alam dan suasana yang tenang pohon rindang lapangan terbuka dan fasilitas umum yang bersih menjadikan tempat ini sempurna untuk bersantai pengalaman yang luar biasa di tengah kota,alun alun wonosobo adalah tempat yang menakjubkan dengan keindahan alam dan suasana yang tenang pohon rindang lapangan terbuka dan fasilitas umum yang bersih menjadikan tempat ini sempurna untuk bersantai pengalaman yang luar biasa di tengah kota,"['alun', 'alun', 'wonosobo', 'adalah', 'tempat', 'yang', 'menakjubkan', 'dengan', 'keindahan', 'alam', 'dan', 'suasana', 'yang', 'tenang', 'pohon', 'rindang', 'lapangan', 'terbuka', 'dan', 'fasilitas', 'umum', 'yang', 'bersih', 'menjadikan', 'tempat', 'ini', 'sempurna', 'untuk', 'bersantai', 'pengalaman', 'yang', 'luar', 'biasa', 'di', 'tengah', 'kota']","['alun', 'alun', 'wonosobo', 'menakjubkan', 'keindahan', 'alam', 'suasana', 'tenang', 'pohon', 'rindang', 'lapangan', 'terbuka', 'fasilitas', 'bersih', 'menjadikan', 'sempurna', 'bersantai', 'pengalaman', 'kota']",alun alun wonosobo takjub indah alam suasana tenang pohon rindang lapang buka fasilitas bersih jadi sempurna santa alam kota
setahun lalu,"Kota yang damai, tertib rapi",Kota yang damai tertib rapi,kota yang damai tertib rapi,kota yang damai tertib rapi,"['kota', 'yang', 'damai', 'tertib', 'rapi']","['kota', 'damai', 'tertib', 'rapi']",kota damai tertib rapi
setahun lalu,"Pusatnya kab. wonosobo nih, buat olahraga, acara pesta rakyat, bahkan kabupaten duwe gawe pun disini. Sekitarnya ada pusat jajanan khas wonosobo, ada allure pujasera, bank, atm, gedung serbaguna, arpusda, dan masih banyak lagi..cuma …",Pusatnya kab wonosobo nih buat olahraga acara pesta rakyat bahkan kabupaten duwe gawe pun disini Sekitarnya ada pusat jajanan khas wonosobo ada allure pujasera bank atm gedung serbaguna arpusda dan masih banyak lagicuma ,pusatnya kab wonosobo nih buat olahraga acara pesta rakyat bahkan kabupaten duwe gawe pun disini sekitarnya ada pusat jajanan khas wonosobo ada allure pujasera bank atm gedung serbaguna arpusda dan masih banyak lagicuma ,pusatnya kab wonosobo nih buat olahraga acara pesta rakyat bahkan kabupaten duwe gawe pun disini sekitarnya ada pusat jajanan khas wonosobo ada allure pujasera bank atm gedung serbaguna arpusda dan masih banyak lagicuma,"['pusatnya', 'kab', 'wonosobo', 'nih', 'buat', 'olahraga', 'acara', 'pesta', 'rakyat', 'bahkan', 'kabupaten', 'duwe', 'gawe', 'pun', 'disini', 'sekitarnya', 'ada', 'pusat', 'jajanan', 'khas', 'wonosobo', 'ada', 'allure', 'pujasera', 'bank', 'atm', 'gedung', 'serbaguna', 'arpusda', 'dan', 'masih', 'banyak', 'lagicuma']","['pusatnya', 'kab', 'wonosobo', 'nih', 'olahraga', 'acara', 'pesta', 'rakyat', 'kabupaten', 'duwe', 'gawe', 'pusat', 'jajanan', 'khas', 'wonosobo', 'allure', 'pujasera', 'bank', 'atm', 'gedung', 'serbaguna', 'arpusda', 'lagicuma']",pusat kab wonosobo nih olahraga acara pesta rakyat kabupaten duwe gawe pusat jajan khas wonosobo allure pujasera bank atm gedung serbaguna arpusda lagicuma
setahun lalu,Lumayan buat transit sebelum lanjut ke dieng,Lumayan buat transit sebelum lanjut ke dieng,lumayan buat transit sebelum lanjut ke dieng,lumayan buat transit sebelum lanjut ke dieng,"['lumayan', 'buat', 'transit', 'sebelum', 'lanjut', 'ke', 'dieng']","['lumayan', 'transit', 'dieng']",lumayan transit dieng
